id,lon_start,lat_start,lon_end,lat_end,frequency
53,10.861308,52.466127,10.861845,52.466072,1.052752
54,10.861845,52.466072,10.862039,52.466485,1.246183
55,10.862039,52.466485,10.861904,52.46699,1.216955
56,10.815102,52.422217,10.813592,52.422134,0.897198
57,10.813598,52.421645,10.813592,52.422134,1.265504
58,10.813592,52.422134,10.813282,52.42213,1.40223
59,10.81326,52.422605,10.813282,52.42213,1.21146
60,10.813282,52.42213,10.810767,52.42202,0.978436
61,10.809338,52.421953,10.810767,52.42202,0.672781
62,10.860423,52.388959,10.860154,52.389127,1.287345
63,10.866317,52.388577,10.864352,52.388704,1.128629
64,10.864352,52.388704,10.862388,52.388832,1.188153
65,10.862388,52.388832,10.860423,52.388959,1.240554
66,10.740704,52.385513,10.741431,52.384605,1.258214
67,10.741431,52.384605,10.742158,52.383697,1.228077
68,10.742158,52.383697,10.743017,52.382672,1.203391
69,10.743017,52.382672,10.743913,52.381425,1.188399
70,10.743913,52.381425,10.744808,52.380177,1.188562
71,10.744808,52.380177,10.745274,52.379094,1.20377
72,10.739244,52.368562,10.737136,52.368302,1.463987
73,10.737136,52.368302,10.735028,52.368041,1.397109
74,10.745274,52.379094,10.745813,52.377811,1.228225
75,10.745813,52.377811,10.746352,52.376529,1.259531
76,10.746352,52.376529,10.746893,52.375241,1.293931
77,10.746893,52.375241,10.747434,52.373954,1.32908
78,10.747434,52.373954,10.747976,52.372666,1.364556
79,10.749807,52.372793,10.747976,52.372666,1.838457
80,10.747976,52.372666,10.748392,52.371608,1.87961
81,10.741878,52.368727,10.739244,52.368562,1.474105
82,10.74997,52.367761,10.750681,52.366027,2.057705
83,10.750681,52.366027,10.751392,52.364293,2.056157
84,10.751392,52.364293,10.752089,52.36344,2.055805
85,10.75206,52.363322,10.752089,52.36344,2.086283
86,10.752089,52.36344,10.753582,52.364248,1.140149
87,10.753582,52.364248,10.755074,52.365056,0.298179
88,10.749329,52.369258,10.752213,52.36941,1.44959
89,10.752213,52.36941,10.755098,52.369562,1.387239
90,10.749329,52.369258,10.74997,52.367761,2.060405
91,10.745864,52.371319,10.748392,52.371608,1.796058
92,10.748392,52.371608,10.748861,52.370433,1.816352
93,10.748861,52.370433,10.749329,52.369258,1.813981
94,10.749329,52.369258,10.746846,52.369081,1.820792
95,10.746846,52.369081,10.744362,52.368904,1.708788
96,10.744362,52.368904,10.741878,52.368727,1.693257
97,10.741878,52.368727,10.741673,52.369867,1.544104
98,10.732469,52.413682,10.732281,52.412567,1.594775
99,10.732281,52.412567,10.731882,52.411827,1.584067
100,10.731882,52.411827,10.731006,52.411108,1.580283
101,10.731006,52.411108,10.729961,52.410671,1.585474
102,10.729067,52.410409,10.729961,52.410671,1.639094
103,10.726654,52.410029,10.729067,52.410409,1.572785
104,10.729067,52.410409,10.729414,52.409203,1.148198
105,10.729414,52.409203,10.730531,52.409121,0.906027
106,10.730531,52.409121,10.730724,52.409636,0.649812
107,10.724162,52.410113,10.726654,52.410029,1.439313
108,10.723172,52.410289,10.724162,52.410113,1.657968
109,10.724162,52.410113,10.724508,52.410779,1.229793
110,10.721243,52.410641,10.723172,52.410289,1.649548
111,10.702761,52.396417,10.702666,52.396278,1.945398
112,10.702666,52.396278,10.703115,52.396057,1.927395
113,10.703275,52.39598,10.703115,52.396057,2.007353
114,10.703115,52.396057,10.70201,52.395892,1.253029
115,10.703901,52.395752,10.703275,52.39598,1.995483
116,10.703275,52.39598,10.702899,52.395509,0.638644
117,10.703406,52.395032,10.703901,52.395752,0.567323
118,10.703901,52.395752,10.704983,52.395435,1.991602
119,10.704505,52.394789,10.704905,52.394857,0.521126
120,10.704905,52.394857,10.705096,52.395055,0.900971
121,10.705096,52.395055,10.704983,52.395435,1.019891
122,10.704983,52.395435,10.705398,52.395314,1.996756
123,10.706256,52.395161,10.706693,52.395032,2.054664
124,10.706709,52.395697,10.706212,52.395575,1.440827
125,10.706212,52.395575,10.706256,52.395161,1.453441
126,10.706256,52.395161,10.705398,52.395314,2.016431
127,10.705398,52.395314,10.705346,52.39573,1.173513
128,10.708992,52.394261,10.706693,52.395032,2.032466
129,10.706693,52.395032,10.708613,52.395409,0.915474
130,10.708613,52.395409,10.710533,52.395786,0.859021
131,10.71208,52.393343,10.710725,52.393745,2.12782
132,10.712602,52.392251,10.712009,52.393059,1.447251
133,10.712009,52.393059,10.71208,52.393343,1.495912
134,10.71208,52.393343,10.713101,52.393058,2.165621
135,10.709271,52.394176,10.710725,52.393745,2.134719
136,10.710725,52.393745,10.711067,52.394017,1.19362
137,10.708308,52.394645,10.709263,52.394368,0.854611
138,10.709263,52.394368,10.708992,52.394261,0.979714
139,10.708992,52.394261,10.709271,52.394176,2.048306
140,10.845735,52.415503,10.84504,52.414718,1.673727
141,10.843211,52.414849,10.844312,52.414567,1.685758
142,10.844993,52.412961,10.845345,52.413297,1.168243
143,10.845345,52.413297,10.845345,52.413761,1.186504
144,10.845345,52.413761,10.845695,52.414229,1.21051
145,10.845695,52.414229,10.84504,52.414718,1.244701
146,10.84504,52.414718,10.844312,52.414567,1.648866
147,10.844312,52.414567,10.844248,52.414376,1.293108
148,10.849123,52.422816,10.849112,52.423077,1.917796
149,10.849545,52.417087,10.849593,52.415548,1.319672
150,10.849593,52.415548,10.84964,52.414008,1.285907
151,10.84964,52.414008,10.849688,52.412469,1.258566
152,10.849688,52.412469,10.849736,52.41093,1.247269
153,10.847846,52.41685,10.849545,52.417087,1.81371
154,10.849545,52.417087,10.849568,52.418628,1.861183
155,10.849568,52.418628,10.849592,52.420169,1.86716
156,10.846157,52.416193,10.848494,52.415602,0.566517
157,10.848494,52.415602,10.84881,52.416295,0.359563
158,10.84881,52.416295,10.848023,52.416549,0.805972
159,10.848023,52.416549,10.847846,52.41685,1.118207
160,10.847846,52.41685,10.846798,52.416681,1.809223
161,10.846798,52.416681,10.846285,52.416432,1.815722
162,10.817712,52.391096,10.819915,52.39061,1.491961
163,10.819915,52.39061,10.820918,52.390594,1.49522
164,10.820918,52.390594,10.822409,52.390788,1.500987
165,10.822409,52.390788,10.823899,52.390982,1.510373
166,10.823899,52.390982,10.825842,52.391353,1.5228
167,10.825842,52.391353,10.827784,52.391724,1.53848
168,10.812142,52.388035,10.810861,52.387119,1.464843
169,10.810246,52.386654,10.810861,52.387119,1.560816
170,10.810861,52.387119,10.811667,52.38697,1.082797
171,10.814618,52.416445,10.816611,52.415637,1.788248
172,10.816611,52.415637,10.818604,52.41483,1.770601
173,10.818997,52.415163,10.818604,52.41483,1.645544
174,10.818604,52.41483,10.820502,52.413981,1.605871
175,10.820502,52.413981,10.822399,52.413132,1.589176
176,10.831958,52.40769,10.832668,52.407807,1.225528
177,10.832668,52.407807,10.835306,52.407654,1.180625
178,10.835306,52.407654,10.837935,52.407902,1.142709
179,10.837935,52.407902,10.83898,52.407857,1.154753
180,10.823487,52.414041,10.822399,52.413132,1.475881
181,10.822399,52.413132,10.824335,52.412135,1.701207
182,10.824335,52.412135,10.82627,52.411139,1.693298
183,10.82627,52.411139,10.827595,52.409847,1.689732
184,10.827595,52.409847,10.82892,52.408556,1.688416
185,10.829821,52.40809,10.831958,52.40769,1.079436
186,10.831958,52.40769,10.83209,52.406392,1.006372
187,10.832038,52.406141,10.83098,52.406834,1.447787
188,10.83098,52.406834,10.829922,52.407527,1.435542
189,10.829922,52.407527,10.829637,52.407831,1.429893
190,10.829637,52.407831,10.829821,52.40809,1.425815
191,10.829821,52.40809,10.829195,52.408265,1.578503
192,10.829195,52.408265,10.82892,52.408556,1.574846
193,10.82892,52.408556,10.827814,52.408298,1.119435
194,10.83934,52.408392,10.83898,52.407857,1.239774
195,10.83898,52.407857,10.839524,52.407649,1.02623
196,10.839524,52.407649,10.839707,52.407175,1.061753
197,10.84973,52.410485,10.849736,52.41093,1.257376
198,10.849701,52.408837,10.84973,52.410485,1.77327
199,10.84973,52.410485,10.847489,52.410494,1.67035
200,10.847489,52.410494,10.847389,52.410747,1.674189
201,10.839871,52.40621,10.839707,52.407175,1.391819
202,10.839707,52.407175,10.840788,52.40773,1.113838
203,10.840807,52.405431,10.839871,52.40621,1.477695
204,10.839871,52.40621,10.83873,52.406039,0.790179
205,10.83873,52.406039,10.83823,52.406289,0.737928
206,10.83823,52.406289,10.837673,52.406063,0.694188
207,10.837673,52.406063,10.835953,52.40633,0.787574
208,10.84664,52.408423,10.844987,52.407423,1.640198
209,10.85122,52.403805,10.850714,52.405482,1.215579
210,10.850714,52.405482,10.850207,52.407159,1.211566
211,10.850207,52.407159,10.849701,52.408837,1.238627
212,10.849701,52.408837,10.847836,52.40875,1.648339
213,10.847836,52.40875,10.84664,52.408423,1.643497
214,10.84664,52.408423,10.847018,52.408972,0.720552
215,10.84363,52.405556,10.844308,52.40649,1.465572
216,10.844308,52.40649,10.844987,52.407423,1.454686
217,10.844987,52.407423,10.844083,52.407644,1.271417
218,10.851287,52.40359,10.85122,52.403805,1.348034
219,10.85122,52.403805,10.849027,52.403904,0.91728
220,10.849027,52.403904,10.846833,52.404003,0.896133
221,10.846833,52.404003,10.84464,52.404103,0.908816
222,10.851287,52.40359,10.851752,52.402045,1.346951
223,10.851752,52.402045,10.852218,52.400499,1.359122
224,10.833114,52.396225,10.833021,52.39539,1.808939
225,10.841247,52.405421,10.840807,52.405431,1.702024
226,10.840807,52.405431,10.840266,52.404436,1.846419
227,10.840266,52.404436,10.837871,52.403706,1.854592
228,10.84548,52.402401,10.84464,52.404103,0.295905
229,10.84464,52.404103,10.843995,52.405356,1.02957
230,10.843995,52.405356,10.84363,52.405556,1.08852
231,10.84363,52.405556,10.841247,52.405421,1.558493
232,10.841247,52.405421,10.84242,52.406437,1.11968
233,10.847048,52.395063,10.847517,52.394771,2.243867
234,10.841393,52.39475,10.841321,52.394615,1.396952
235,10.850016,52.392382,10.8509,52.390836,1.745025
236,10.848563,52.394266,10.847517,52.394771,2.243911
237,10.847517,52.394771,10.847311,52.394447,0.59945
238,10.847311,52.394447,10.847592,52.393922,0.298359
239,10.850016,52.392382,10.84947,52.393353,1.768221
240,10.84947,52.393353,10.848563,52.394266,1.848707
241,10.848563,52.394266,10.848954,52.394429,2.095187
242,10.848954,52.394429,10.851481,52.39407,2.091637
243,10.851022,52.390743,10.851923,52.389385,1.399007
244,10.851923,52.389385,10.852836,52.388631,1.328194
245,10.852836,52.388631,10.85375,52.387876,1.267791
246,10.85375,52.387876,10.854755,52.386764,1.256999
247,10.8509,52.390836,10.851022,52.390743,1.748465
248,10.851022,52.390743,10.851784,52.390733,1.713525
249,10.853561,52.379047,10.853267,52.377484,1.144214
250,10.832913,52.393725,10.833927,52.393078,0.589447
251,10.827784,52.391724,10.828197,52.391806,1.55627
252,10.829175,52.391992,10.830668,52.392342,1.47672
253,10.830668,52.392342,10.83216,52.392691,1.496508
254,10.829164,52.392864,10.829175,52.391992,1.121741
255,10.829175,52.391992,10.828197,52.391806,1.530784
256,10.828197,52.391806,10.828208,52.392787,1.065883
257,10.828208,52.392787,10.828218,52.393769,1.0514
258,10.828218,52.393769,10.828059,52.393942,1.054969
259,10.828059,52.393942,10.828419,52.394251,1.061283
260,10.828419,52.394251,10.828439,52.395171,1.080112
261,10.828439,52.395171,10.828459,52.396091,1.133718
262,10.832475,52.392768,10.83216,52.392691,1.505703
263,10.83216,52.392691,10.832913,52.393725,1.363207
264,10.832913,52.393725,10.832972,52.394935,1.44637
265,10.855026,52.386976,10.854755,52.386764,1.485016
266,10.854755,52.386764,10.854795,52.386362,1.433843
267,10.854472,52.383751,10.854168,52.382183,1.298764
268,10.854168,52.382183,10.853864,52.380615,1.250743
269,10.853864,52.380615,10.853561,52.379047,1.200439
270,10.854795,52.386362,10.854633,52.385056,1.377069
271,10.854633,52.385056,10.854472,52.383751,1.339625
272,10.856949,52.362493,10.856247,52.36352,0.926832
273,10.856247,52.36352,10.855545,52.364546,0.852709
274,10.856949,52.362493,10.857923,52.36097,0.997987
275,10.857923,52.36097,10.858897,52.359446,1.058389
276,10.858897,52.359446,10.859871,52.357923,1.110886
277,10.859812,52.357198,10.859871,52.357923,1.124113
278,10.859812,52.357198,10.859622,52.356386,1.167913
279,10.859622,52.356386,10.859325,52.355001,1.209845
280,10.859325,52.355001,10.859027,52.353616,1.250524
281,10.859027,52.353616,10.858983,52.353387,1.289206
282,10.843274,52.394995,10.841321,52.394615,0.516607
283,10.841321,52.394615,10.841257,52.394493,1.423192
284,10.84383,52.394438,10.842858,52.394562,1.738326
285,10.842858,52.394562,10.841609,52.394417,1.740366
286,10.841609,52.394417,10.841257,52.394493,1.743923
287,10.841257,52.394493,10.839401,52.394095,1.642125
288,10.839401,52.394095,10.837545,52.393697,1.635437
289,10.837545,52.393697,10.836147,52.393539,1.639361
290,10.836127,52.394788,10.83592,52.394227,1.57239
291,10.83592,52.394227,10.836147,52.393539,1.563231
292,10.836147,52.393539,10.835587,52.39337,1.625355
293,10.830799,52.386077,10.832003,52.387219,1.282294
294,10.832003,52.387219,10.832201,52.388933,1.310259
295,10.832201,52.388933,10.8324,52.390648,1.339204
296,10.8324,52.390648,10.832599,52.392363,1.370393
297,10.832599,52.392363,10.832475,52.392768,1.401908
298,10.832475,52.392768,10.833927,52.393078,1.488718
299,10.833927,52.393078,10.835587,52.39337,1.540078
300,10.835587,52.39337,10.83447,52.393481,1.040923
301,10.83447,52.393481,10.834458,52.393896,1.03702
302,10.853267,52.377484,10.852924,52.375737,1.080973
303,10.852924,52.375737,10.85258,52.37399,1.010388
304,10.852323,52.372676,10.85258,52.37399,0.93415
305,10.852073,52.37095,10.852323,52.372676,0.853795
306,10.855545,52.364546,10.854626,52.365763,0.779897
307,10.854626,52.365763,10.853707,52.366981,0.721015
308,10.852073,52.37095,10.852074,52.370036,0.785133
309,10.852074,52.370036,10.852075,52.369121,0.727965
310,10.852075,52.369121,10.852891,52.368051,0.691076
311,10.852891,52.368051,10.853707,52.366981,0.689678
312,10.85835,52.350415,10.858666,52.351901,1.360698
313,10.858666,52.351901,10.858983,52.353387,1.327537
314,10.85835,52.350415,10.858137,52.349428,1.392106
315,10.858593,52.347429,10.85763,52.347441,1.542604
316,10.85763,52.347441,10.857884,52.348435,1.449731
317,10.857884,52.348435,10.858137,52.349428,1.421712
318,10.852156,52.398223,10.852413,52.399188,1.40593
319,10.852413,52.399188,10.852218,52.400499,1.379709
320,10.846838,52.395041,10.847048,52.395063,2.256105
321,10.847048,52.395063,10.847681,52.395411,1.138526
322,10.847681,52.395411,10.849138,52.395654,1.084158
323,10.849138,52.395654,10.849878,52.395936,1.032258
324,10.849878,52.395936,10.851017,52.397079,0.976938
325,10.851017,52.397079,10.852156,52.398223,0.966351
326,10.849123,52.422816,10.849357,52.421493,1.911713
327,10.849357,52.421493,10.849592,52.420169,1.918545
328,10.841684,52.398065,10.842879,52.397169,1.865224
329,10.842879,52.397169,10.844858,52.396105,1.860386
330,10.844858,52.396105,10.846838,52.395041,1.859982
331,10.844335,52.395701,10.846838,52.395041,1.719736
332,10.846838,52.395041,10.845302,52.394411,1.754165
333,10.845302,52.394411,10.84383,52.394438,1.74754
334,10.837871,52.403706,10.8393,52.402266,1.496653
335,10.8393,52.402266,10.840019,52.400776,1.489332
336,10.840019,52.400776,10.840738,52.399287,1.494655
337,10.840738,52.399287,10.841684,52.398065,1.620027
338,10.841684,52.398065,10.840517,52.397818,1.87218
339,10.835702,52.404754,10.837871,52.403706,1.275225
340,10.837871,52.403706,10.836971,52.403397,1.808642
341,10.831983,52.395523,10.833021,52.39539,0.728812
342,10.833021,52.39539,10.832972,52.394935,1.802963
343,10.835702,52.404754,10.83387,52.405447,0.94652
344,10.83387,52.405447,10.832038,52.406141,0.917348
345,10.817712,52.391096,10.816142,52.390823,1.494614
346,10.816142,52.390823,10.81495,52.390017,1.501255
347,10.81495,52.390017,10.813759,52.38921,1.511502
348,10.813203,52.387738,10.812142,52.388035,1.194442
349,10.812142,52.388035,10.813759,52.38921,1.332094
350,10.798252,52.37149,10.797441,52.370501,0.898232
351,10.797441,52.370501,10.79663,52.369512,0.841559
352,10.79536,52.367943,10.79663,52.369512,0.802135
353,10.799965,52.373603,10.799192,52.372648,1.080489
354,10.799192,52.372648,10.798419,52.371693,1.021298
355,10.798419,52.371693,10.798252,52.37149,0.962845
356,10.792186,52.364047,10.791257,52.3629,1.014416
357,10.791257,52.3629,10.790235,52.36165,1.076927
358,10.790235,52.36165,10.789265,52.360455,1.13674
359,10.79536,52.367943,10.795226,52.367781,0.80591
360,10.793786,52.366009,10.792986,52.365028,0.893621
361,10.792986,52.365028,10.792186,52.364047,0.952156
362,10.795226,52.367781,10.794506,52.366895,0.814286
363,10.794506,52.366895,10.793786,52.366009,0.845705
364,10.800989,52.374859,10.799965,52.373603,1.137391
365,10.800989,52.374859,10.802196,52.376352,1.191286
366,10.802196,52.376352,10.803403,52.377845,1.241311
367,10.786108,52.356533,10.78716,52.35784,1.288291
368,10.78716,52.35784,10.788213,52.359148,1.242383
369,10.788213,52.359148,10.789265,52.360455,1.191939
370,10.783901,52.353812,10.785005,52.355173,1.521588
371,10.785005,52.355173,10.786108,52.356533,1.495062
372,10.783885,52.457032,10.784031,52.4579,1.145375
373,10.783439,52.453673,10.783076,52.453855,1.566504
374,10.783885,52.457032,10.783706,52.455971,1.199142
375,10.783706,52.455971,10.783527,52.454911,1.251031
376,10.783527,52.454911,10.783076,52.453855,1.295756
377,10.783076,52.453855,10.782078,52.453404,1.373208
378,10.783184,52.452479,10.782078,52.453404,1.22819
379,10.782078,52.453404,10.779901,52.45263,1.594725
380,10.776637,52.451505,10.778333,52.452089,1.261924
381,10.774631,52.45081,10.776637,52.451505,1.162515
382,10.776637,52.451505,10.775544,52.452787,0.653771
383,10.775544,52.452787,10.775866,52.453494,0.299096
384,10.771524,52.449199,10.772268,52.449843,1.279019
385,10.772268,52.449843,10.774631,52.45081,1.247726
386,10.774631,52.45081,10.775206,52.450467,0.756065
387,10.775206,52.450467,10.776689,52.450369,0.795658
388,10.776689,52.450369,10.778171,52.45027,0.892917
389,10.779008,52.452328,10.779901,52.45263,1.612367
390,10.779901,52.45263,10.778681,52.453173,0.299548
391,10.778171,52.45027,10.778252,52.45118,1.515567
392,10.778252,52.45118,10.778333,52.452089,1.49937
393,10.778333,52.452089,10.779008,52.452328,1.622445
394,10.769666,52.485251,10.770212,52.483852,0.846682
395,10.770276,52.483638,10.770212,52.483852,0.947976
396,10.770276,52.483638,10.770514,52.482382,1.030208
397,10.770514,52.482382,10.770752,52.481127,1.099968
398,10.771083,52.479298,10.770917,52.480212,1.213832
399,10.770917,52.480212,10.770752,52.481127,1.160493
400,10.77293,52.353934,10.774405,52.353438,1.817826
401,10.777106,52.352506,10.776652,52.352669,1.915693
402,10.777491,52.352977,10.777106,52.352506,0.633567
403,10.777106,52.352506,10.777635,52.352344,1.934408
404,10.761912,52.359726,10.761957,52.359653,1.614575
405,10.777541,52.353676,10.776652,52.352669,1.096352
406,10.776652,52.352669,10.775172,52.353182,1.874405
407,10.776247,52.355697,10.775326,52.354567,0.426133
408,10.775326,52.354567,10.774405,52.353438,0.750071
409,10.774405,52.353438,10.774602,52.353368,1.854477
410,10.775044,52.353017,10.775172,52.353182,0.99828
411,10.775172,52.353182,10.774602,52.353368,1.839746
412,10.774602,52.353368,10.774455,52.353204,1.300616
413,10.766651,52.358057,10.764304,52.358855,1.52696
414,10.764304,52.358855,10.761957,52.359653,1.536446
415,10.761957,52.359653,10.761457,52.359154,1.337514
416,10.761457,52.359154,10.760832,52.359355,1.330181
417,10.771711,52.354359,10.77293,52.353934,1.781754
418,10.77293,52.353934,10.773372,52.354485,0.812685
419,10.766651,52.358057,10.767664,52.357245,1.524243
420,10.767664,52.357245,10.768404,52.356024,1.524892
421,10.768404,52.356024,10.769032,52.355435,1.532568
422,10.758126,52.357777,10.759733,52.357362,1.483498
423,10.759733,52.357362,10.761571,52.357914,1.46907
424,10.761571,52.357914,10.763808,52.357132,1.45834
425,10.763808,52.357132,10.766044,52.356349,1.453463
426,10.766044,52.356349,10.768281,52.355567,1.458605
427,10.768281,52.355567,10.769032,52.355435,1.475192
428,10.769032,52.355435,10.770372,52.354897,1.803688
429,10.770372,52.354897,10.771711,52.354359,1.809442
430,10.771711,52.354359,10.770508,52.353066,1.11231
431,10.770508,52.353066,10.769305,52.351773,1.077815
432,10.7456,52.41831,10.744676,52.41821,1.824587
433,10.744676,52.41821,10.744355,52.418175,1.850004
434,10.744355,52.418175,10.743773,52.417399,1.843355
435,10.747738,52.418266,10.7456,52.41831,1.933538
436,10.7456,52.41831,10.745613,52.41821,1.257112
437,10.747458,52.417258,10.747738,52.418266,1.728731
438,10.747738,52.418266,10.747978,52.418371,2.147085
439,10.743773,52.417399,10.743689,52.417276,1.813501
440,10.7429,52.41691,10.743689,52.417276,1.842194
441,10.743689,52.417276,10.744281,52.41691,1.175153
442,10.740769,52.415939,10.740696,52.415419,1.804125
443,10.740696,52.415419,10.741462,52.415043,1.149772
444,10.753246,52.418909,10.753189,52.418746,1.203367
445,10.75383,52.418595,10.753189,52.418746,1.546885
446,10.753189,52.418746,10.751537,52.418644,1.388057
447,10.751537,52.418644,10.749884,52.418543,1.365603
448,10.742517,52.412855,10.74513,52.412352,1.712368
449,10.745938,52.412774,10.745368,52.412729,1.645972
450,10.745368,52.412729,10.74513,52.412352,1.65343
451,10.74513,52.412352,10.747793,52.411784,1.766393
452,10.749314,52.411569,10.750664,52.411388,1.984226
453,10.751241,52.413546,10.750952,52.412467,1.676388
454,10.750952,52.412467,10.750664,52.411388,1.681646
455,10.750664,52.411388,10.752012,52.411111,1.950195
456,10.752012,52.411111,10.752473,52.410847,1.944436
457,10.749746,52.413825,10.749407,52.41292,1.176054
458,10.749407,52.41292,10.749314,52.411569,1.21706
459,10.749314,52.411569,10.747793,52.411784,2.027162
460,10.747793,52.411784,10.747534,52.411351,1.879267
461,10.747534,52.411351,10.746996,52.411072,1.556914
462,10.752917,52.410739,10.752473,52.410847,1.949751
463,10.752473,52.410847,10.752175,52.410799,1.761255
464,10.753194,52.41242,10.753036,52.412362,1.555246
465,10.753036,52.412362,10.7532,52.411273,1.543269
466,10.7532,52.411273,10.752917,52.410739,1.554055
467,10.752917,52.410739,10.753122,52.410692,1.927166
468,10.754095,52.410526,10.753122,52.410692,1.65278
469,10.753122,52.410692,10.752545,52.410121,1.603662
470,10.754628,52.410726,10.753911,52.411573,1.451734
471,10.753911,52.411573,10.753194,52.41242,1.457021
472,10.753194,52.41242,10.752952,52.413315,1.80555
473,10.753847,52.409724,10.754095,52.410526,1.369315
474,10.754095,52.410526,10.754628,52.410726,1.700256
475,10.754628,52.410726,10.755527,52.409967,1.781916
476,10.758835,52.409479,10.756025,52.410001,1.645934
477,10.756025,52.410001,10.755527,52.409967,1.65974
478,10.755527,52.409967,10.757012,52.40888,1.138849
479,10.757012,52.40888,10.758498,52.407792,1.06904
480,10.759069,52.40709,10.759062,52.407394,1.149142
481,10.759062,52.407394,10.758498,52.407792,1.108363
482,10.758498,52.407792,10.758943,52.408088,0.54732
483,10.758943,52.408088,10.758659,52.408737,0.508925
484,10.758659,52.408737,10.758835,52.409479,0.750289
485,10.748375,52.420322,10.74809,52.419383,2.005281
486,10.74809,52.419383,10.747805,52.418443,2.001349
487,10.747805,52.418443,10.747978,52.418371,1.998708
488,10.747978,52.418371,10.749884,52.418543,1.657832
489,10.742936,52.416134,10.7429,52.41691,1.094128
490,10.7429,52.41691,10.742202,52.416879,1.75967
491,10.741425,52.415939,10.740769,52.415939,1.245485
492,10.740769,52.415939,10.741063,52.416666,1.666445
493,10.741063,52.416666,10.741464,52.416837,1.67052
494,10.741464,52.416837,10.742202,52.416879,1.677226
495,10.742758,52.413463,10.742517,52.412855,0.920668
496,10.742517,52.412855,10.74012,52.413177,1.634974
497,10.740747,52.413599,10.74012,52.413177,1.541367
498,10.724976,52.402779,10.724359,52.404113,1.915568
499,10.725392,52.402103,10.724976,52.402779,1.843841
500,10.724976,52.402779,10.722477,52.402615,1.563147
501,10.722477,52.402615,10.719977,52.402451,1.55806
502,10.719977,52.402451,10.717478,52.402288,1.561634
503,10.730652,52.402401,10.730101,52.402044,1.242978
504,10.730101,52.402044,10.727747,52.402074,1.256301
505,10.727747,52.402074,10.725392,52.402103,1.284745
506,10.725392,52.402103,10.72612,52.400841,1.737076
507,10.72612,52.400841,10.726847,52.399579,1.74068
508,10.726847,52.399579,10.727575,52.398317,1.748604
509,10.787459,52.427412,10.787429,52.428333,1.728427
510,10.787429,52.428333,10.785702,52.428342,2.070135
511,10.785702,52.428342,10.784069,52.428358,2.073373
512,10.784069,52.428358,10.782998,52.42837,2.082497
513,10.782998,52.42837,10.780392,52.428394,2.378121
514,10.780392,52.428394,10.777786,52.428419,2.377599
515,10.777334,52.427258,10.777324,52.427118,1.988572
